,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108905DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108905DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Full Wardrobe, File File",ZXDS108905DDFF4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108905DDFF5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108905DDFF6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108905DDFF7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108905FFDD1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108905FFDD2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108905FFDD3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Full Wardrobe, Double Doors",ZXDS108905FFDD4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108905FFDD5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108905FFDD6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108905FFDD7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Lower Door, File File",ZXDS108905FFFF1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108905FFFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108905FFFF3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Full Wardrobe, File File",ZXDS108905FFFF4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108905FFFF5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108905FFFF6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Wardrobe & Lower Door, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108905FFFF7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & Low Dr-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108906DDDD1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108906DDDD2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108906DDDD3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108906DDDD4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108906DDDD5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108906DDDD6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108906DDDD7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108906DDFF1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108906DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108906DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Full Wardrobe, File File",ZXDS108906DDFF4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108906DDFF5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108906DDFF6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108906DDFF7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108906FFDD1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108906FFDD2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108906FFDD3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Full Wardrobe, Double Doors",ZXDS108906FFDD4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108906FFDD5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108906FFDD6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108906FFDD7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108906FFFF1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108906FFFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108906FFFF3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108906FFFF4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108906FFFF5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108906FFFF6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Wardrobe & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108906FFFF7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108907DDDD1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108907DDDD2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108907DDDD3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108907DDDD4L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108907DDDD5L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108907DDDD6L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108907DDDD7L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108907DDFF1L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108907DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Wardrobe & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108907DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx90""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
